NAIIB ID;NAIIB label;CLANAE ID;CLANAE label
181110;CONFECCIÓN DE ROPA INTERIOR, PRENDAS PARA DORMIR Y PARA LA PLAYA;3200005;FABRICACION DE PRENDAS DE VESTIR ,EXCEPTO CALZADOS
181120;CONFECCIÓN DE INDUMENTARIA DE TRABAJO, UNIFORMES Y GUARDAPOLVOS;3200005;FABRICACION DE PRENDAS DE VESTIR ,EXCEPTO CALZADOS
181130;CONFECCIÓN DE INDUMENTARIA PARA BEBÉS Y NIÑOS;3200005;FABRICACION DE PRENDAS DE VESTIR ,EXCEPTO CALZADOS
181190;CONFECCIÓN DE PRENDAS DE VESTIR N.C.P., EXCEPTO PRENDAS DE PIEL Y DE CUERO;3200005;FABRICACION DE PRENDAS DE VESTIR ,EXCEPTO CALZADOS
181200;CONFECCIÓN DE PRENDAS Y ACCESORIOS DE VESTIR DE CUERO;3200005;FABRICACION DE PRENDAS DE VESTIR ,EXCEPTO CALZADOS
181200;CONFECCIÓN DE PRENDAS Y ACCESORIOS DE VESTIR DE CUERO;3200014;FABRICACION DE PRENDAS DE VESTIR E INDUSTRIA DEL CUERO, NO CLASIFICADOS EN OTRA PARTE
182000;"TERMINACIÓN Y TEÑIDO DE PIELES; FABRICACIÓN DE ARTÍCULOS DE PIEL";3200012;FABRICACION DE PRODUCTOS DE CUERO Y SUCEDANEOS DE CUERO, EXCEPTO EL CALZADO Y OTRAS PRENDAS DE VESTIR 
182000;"TERMINACIÓN Y TEÑIDO DE PIELES; FABRICACIÓN DE ARTÍCULOS DE PIEL";3900002;INDUSTRIA DE PREPARACION DE TEÑIDOS DE PIELES
191100;CURTIDO Y TERMINACIÓN DE CUEROS;3200011;CURTIDURIAS Y TALLERES DE ACABADOS
191200;FABRICACIÓN DE MALETAS, BOLSOS DE MANO Y SIMILARES, ARTÍCULOS DE TALABARTERÍA Y ARTÍCULOS DE CUERO N.C.P.;3200012;FABRICACION DE PRODUCTOS DE CUERO Y SUCEDANEOS DE CUERO, EXCEPTO EL CALZADO Y OTRAS PRENDAS DE VESTIR 
192010;FABRICACIÓN DE CALZADO DE CUERO, EXCEPTO EL ORTOPÉDICO;3200013;FABRICACION DE CALZADO
192020;FABRICACIÓN DE CALZADO DE TELA, PLÁSTICO, GOMA, CAUCHO Y OTROSMATERIALES, EXCEPTO CALZADO ORTOPÉDICO Y DE ASBESTO;3200013;FABRICACION DE CALZADO
192030;FABRICACIÓN DE PARTES DE CALZADO;3200013;FABRICACION DE CALZADO
201000;ASERRADO Y CEPILLADO DE MADERA;3300001;INDUSTRIA DE LA MADERA Y PRODUCTOS DE MADERA, CORCHO Y AGLOMERADOS, EXCEPTO MUEBLES
201000;ASERRADO Y CEPILLADO DE MADERA;3300004;INDUSTRIA DE LA MADERA Y PRODUCTOS DE MADERA NO CLASIFICADOS EN OTRA PARTE
202100;"FABRICACIÓN DE HOJAS DE MADERA PARA ENCHAPADO; FABRICACIÓN DE TABLEROS CONTRACHAPADOS; TABLEROS LAMINADOS; TABLEROS DEPARTÍCULAS Y TABLEROS Y PANELES N.C.P.";3300001;INDUSTRIA DE LA MADERA Y PRODUCTOS DE MADERA, CORCHO Y AGLOMERADOS, EXCEPTO MUEBLES
202100;"FABRICACIÓN DE HOJAS DE MADERA PARA ENCHAPADO; FABRICACIÓN DE TABLEROS CONTRACHAPADOS; TABLEROS LAMINADOS; TABLEROS DEPARTÍCULAS Y TABLEROS Y PANELES N.C.P.";3300004;INDUSTRIA DE LA MADERA Y PRODUCTOS DE MADERA NO CLASIFICADOS EN OTRA PARTE
202200;FABRICACIÓN DE PARTES Y PIEZAS DE CARPINTERÍA PARA EDIFICIOS Y CONSTRUCCIONES;3300001;INDUSTRIA DE LA MADERA Y PRODUCTOS DE MADERA, CORCHO Y AGLOMERADOS, EXCEPTO MUEBLES
202200;FABRICACIÓN DE PARTES Y PIEZAS DE CARPINTERÍA PARA EDIFICIOS Y CONSTRUCCIONES;3300004;INDUSTRIA DE LA MADERA Y PRODUCTOS DE MADERA NO CLASIFICADOS EN OTRA PARTE
202300;FABRICACIÓN DE RECIPIENTES DE MADERA;3300001;INDUSTRIA DE LA MADERA Y PRODUCTOS DE MADERA, CORCHO Y AGLOMERADOS, EXCEPTO MUEBLES
202300;FABRICACIÓN DE RECIPIENTES DE MADERA;3300004;INDUSTRIA DE LA MADERA Y PRODUCTOS DE MADERA NO CLASIFICADOS EN OTRA PARTE
202900;"FABRICACIÓN DE PRODUCTOS DE MADERA N.C.P.; FABRICACIÓN DE ARTÍCULOS DE CORCHO, PAJA Y MATERIALES TRENZABLES";3300001;INDUSTRIA DE LA MADERA Y PRODUCTOS DE MADERA, CORCHO Y AGLOMERADOS, EXCEPTO MUEBLES
202900;"FABRICACIÓN DE PRODUCTOS DE MADERA N.C.P.; FABRICACIÓN DE ARTÍCULOS DE CORCHO, PAJA Y MATERIALES TRENZABLES";3300004;INDUSTRIA DE LA MADERA Y PRODUCTOS DE MADERA NO CLASIFICADOS EN OTRA PARTE
210100;FABRICACIÓN DE PASTA DE MADERA, PAPEL Y CARTÓN;3400001;FABRICACION DE PAPEL Y PRODUCTOS DE PAPEL Y DE CARTON
210200;FABRICACIÓN DE PAPEL Y CARTÓN ONDULADO Y DE ENVASES DE PAPEL Y CARTÓN;3400001;FABRICACION DE PAPEL Y PRODUCTOS DE PAPEL Y DE CARTON
210910;FABRICACIÓN DE ARTÍCULOS DE PAPEL Y CARTÓN DE USO DOMÉSTICO E HIGIÉNICO SANITARIO;3400001;FABRICACION DE PAPEL Y PRODUCTOS DE PAPEL Y DE CARTON
210990;FABRICACIÓN DE ARTÍCULOS DE PAPEL Y CARTÓN N.C.P.;3400001;FABRICACION DE PAPEL Y PRODUCTOS DE PAPEL Y DE CARTON
221100;EDICIÓN DE LIBROS, FOLLETOS, PARTITURAS Y OTRAS PUBLICACIONES;3400003;EDITORIALES
221200;EDICIÓN DE PERIÓDICOS, REVISTAS Y PUBLICACIONES PERIÓDICAS;3400003;EDITORIALES
221300;EDICIÓN DE GRABACIONES;3900025;INDUSTRIA MANUFACTURERAS, NO CLASIFICADAS EN OTRA PARTE
221900;EDICIÓN N.C.P.;3400003;EDITORIALES
222100;IMPRESIÓN;3400002;IMPRENTA E INDUSTRIAS CONEXAS 
222200;SERVICIOS RELACIONADOS CON LA IMPRESIÓN;8390010;SERVICIOS NO CLASIFICADOS EN OTRA PARTE
223000;REPRODUCCIÓN DE GRABACIONES;8490010;SERVICIOS DE ESPARCIMIENTO Y DIVERSION NO CLASIFICADOS EN OTRA PARTE
231000;FABRICACIÓN DE PRODUCTOS DE HORNOS DE COQUE;3500022;FABRICACION DE PRODUCTOS DIVERSOS DERIVADOS DEL PETROLEO Y EL CARBON
232001;REFINACION DEL PETROLEO;3500021;REFINERIAS DE PETROLEO
232002;REFINACION DEL PETROLEO- LEY 11244-;3500021;REFINERIAS DE PETROLEO
232003;FABRICACION DE PRODUCTOS  DERIVADOS DEL PETROLEO ;3500022;FABRICACION DE PRODUCTOS DIVERSOS DERIVADOS DEL PETROLEO Y EL CARBON
233000;FABRICACION DE COMBUSTIBLE NUCLEAR;;
241110;FABRICACIÓN DE GASES COMPRIMIDOS Y LICUADOS.;3500022;FABRICACION DE PRODUCTOS DIVERSOS DERIVADOS DEL PETROLEO Y EL CARBON
241120;FABRICACIÓN DE CURTIENTES NATURALES Y SINTÉTICOS.;3500001;FABRICACION DE SUSTANCIAS QUIMICAS, INDUSTRIALES BASICAS, EXCEPTO ABONOS Y PLAGUICIDAS
241130;FABRICACIÓN DE MATERIAS COLORANTES BÁSICAS, EXCEPTO PIGMENTOS PREPARADOS;3500020;FABRICACION DE PRODUCTOS QUIMICOS, NO CLASIFICADOS EN OTRA PARTE
241180;FABRICACIÓN DE MATERIAS QUÍMICAS INORGÁNICAS BÁSICAS, N.C.P.;3500020;FABRICACION DE PRODUCTOS QUIMICOS, NO CLASIFICADOS EN OTRA PARTE
241190;FABRICACIÓN DE MATERIAS QUÍMICAS ORGÁNICAS BÁSICAS, N.C.P.;3500014;FABRICACION Y/O REFINERIAS DE ALCOHOLES
241190;FABRICACIÓN DE MATERIAS QUÍMICAS ORGÁNICAS BÁSICAS, N.C.P.;3500020;FABRICACION DE PRODUCTOS QUIMICOS, NO CLASIFICADOS EN OTRA PARTE
241190;FABRICACIÓN DE MATERIAS QUÍMICAS ORGÁNICAS BÁSICAS, N.C.P.;3500022;FABRICACION DE PRODUCTOS DIVERSOS DERIVADOS DEL PETROLEO Y EL CARBON
241200;FABRICACIÓN DE ABONOS Y COMPUESTOS DE NITRÓGENO;3500002; FABRICACION DE ABONOS Y PLAGUICIDAS
241301;FABRICACION DE RESINAS SINTETICAS;3500003;RESINAS SINTETICAS
241309;FABRICACIÓN DE PLÁSTICOS EN FORMAS PRIMARIAS Y DE CAUCHO SINTÉTICO, EXCEPTO RESINAS SINTETICAS;3500010;FABRICACION DE PRODUCTOS PLASTICOS, NO CLASIFICADOS EN OTRA PARTE
242100;FABRICACIÓN DE PLAGUICIDAS Y  PRODUCTOS QUÍMICOS DE USO AGROPECUARIO;3500002; FABRICACION DE ABONOS Y PLAGUICIDAS
242200;"FABRICACIÓN DE PINTURAS; BARNICES Y PRODUCTOS DE REVESTIMIENTOSIMILARES; TINTAS DE IMPRENTA Y MASILLAS ";3500011;FABRICACION DE PINTURAS, BARNICES Y LACAS
242310;FABRICACIÓN DE MEDICAMENTOS DE USO HUMANO Y PRODUCTOS FARMACÉUTICOS;3500012;LABORATORIOS DE ESPECIALIDADES MEDICINALES Y FARMACEUTICAS
242320;FABRICACIÓN DE MEDICAMENTOS DE USO VETERINARIO;3500012;LABORATORIOS DE ESPECIALIDADES MEDICINALES Y FARMACEUTICAS
242390;FABRICACIÓN DE PRODUCTOS DE LABORATORIO,  SUSTANCIAS QUÍMICASMEDICINALES Y PRODUCTOS BOTÁNICOS N.C.P.;3500012;LABORATORIOS DE ESPECIALIDADES MEDICINALES Y FARMACEUTICAS
242410;FABRICACIÓN DE JABONES Y PREPARADOS PARA LIMPIAR Y PULIR;3500013;LABORATORIOS DE JABONES, PREPARADOS DE LIMPIEZA, LAVANDINAS, DETERGENTES, PERFUMES COSMETICOS Y OTROS PRODUCTOS DE TOCADOR.
242490;FABRICACIÓN DE COSMÉTICOS, PERFUMES Y  PRODUCTOS DE HIGIENE Y TOCADOR;3500013;LABORATORIOS DE JABONES, PREPARADOS DE LIMPIEZA, LAVANDINAS, DETERGENTES, PERFUMES COSMETICOS Y OTROS PRODUCTOS DE TOCADOR.
242900;FABRICACIÓN DE PRODUCTOS QUÍMICOS N.C.P. 3;3500020;FABRICACION DE PRODUCTOS QUIMICOS, NO CLASIFICADOS EN OTRA PARTE
243000;FABRICACIÓN DE FIBRAS MANUFACTURADAS;3500020;FABRICACION DE PRODUCTOS QUIMICOS, NO CLASIFICADOS EN OTRA PARTE
251110;FABRICACIÓN DE CUBIERTAS Y CÁMARAS;3500023;FABRICACION DE PRODUCTOS DE CAUCHO
251120;RECAUCHUTADO Y RENOVACIÓN DE CUBIERTAS;3500023;FABRICACION DE PRODUCTOS DE CAUCHO
251900;FABRICACIÓN DE  PRODUCTOS DE CAUCHO N.C.P.;3500023;FABRICACION DE PRODUCTOS DE CAUCHO
252010;FABRICACIÓN DE ENVASES PLÁSTICOS;3500010;FABRICACION DE PRODUCTOS PLASTICOS, NO CLASIFICADOS EN OTRA PARTE
252090;FABRICACIÓN DE PRODUCTOS PLÁSTICOS EN FORMAS BÁSICAS Y ARTÍCULOSDE PLÁSTICO N.C.P., EXCEPTO MUEBLES;3500010;FABRICACION DE PRODUCTOS PLASTICOS, NO CLASIFICADOS EN OTRA PARTE
261010;FABRICACIÓN DE ENVASES DE VIDRIO;3600002;FABRICACION DE VIDRIO Y PRODUCTOS DE VIDRIO
261020;FABRICACIÓN Y ELABORACIÓN DE VIDRIO PLANO;3600002;FABRICACION DE VIDRIO Y PRODUCTOS DE VIDRIO
261090;FABRICACIÓN DE PRODUCTOS DE VIDRIO N.C.P.;3600002;FABRICACION DE VIDRIO Y PRODUCTOS DE VIDRIO
269110;FABRICACIÓN DE ARTÍCULOS SANITARIOS DE CERÁMICA;3600001;FABRICACION DE OBJETOS DE LOZA, BARRO Y PORCELANA
269190;FABRICACIÓN DE ARTÍCULOS DE CERÁMICA NO REFRACTARIA PARA USO NO ESTRUCTURAL N.C.P.;3600001;FABRICACION DE OBJETOS DE LOZA, BARRO Y PORCELANA
269200;FABRICACIÓN DE PRODUCTOS DE CERÁMICA REFRACTARIA;3600003;FABRICACION DE PRODUCTOS DE ARCILLA PARA LA CONSTRUCCION
269300;FABRICACIÓN DE PRODUCTOS DE ARCILLA Y CERÁMICA NO REFRACTARIA PARA USO ESTRUCTURAL;3600003;FABRICACION DE PRODUCTOS DE ARCILLA PARA LA CONSTRUCCION
269300;FABRICACIÓN DE PRODUCTOS DE ARCILLA Y CERÁMICA NO REFRACTARIA PARA USO ESTRUCTURAL;3600006;FABRICA DE LADRILLOS
269410;ELABORACIÓN DE CEMENTO;3600004;FABRICACION DE CEMENTO, CAL Y YESO
269420;ELABORACIÓN DE CAL Y YESO;3600004;FABRICACION DE CEMENTO, CAL Y YESO
269510;FABRICACIÓN DE MOSAICOS;3600007;FABRICA DE MOSAICOS
269590;FABRICACIÓN DE ARTÍCULOS DE CEMENTO, FIBROCEMENTO Y YESO EXCEPTO MOSAICOS;3600005;FABRICACION DE PLACAS PREMOLDEADAS PARA LA CONSTRUCCION
269590;FABRICACIÓN DE ARTÍCULOS DE CEMENTO, FIBROCEMENTO Y YESO EXCEPTO MOSAICOS;3600015;FABRICACION DE PRODUCTOS MINERALES NO METALICOS, NO CLASIFICADOS EN OTRA PARTE
269600;CORTE, TALLADO Y ACABADO DE LA PIEDRA;3600008;MARMOLERIAS
269910;ELABORACIÓN PRIMARIA N.C.P. DE MINERALES NO METÁLICOS;3600015;FABRICACION DE PRODUCTOS MINERALES NO METALICOS, NO CLASIFICADOS EN OTRA PARTE
269990;FABRICACIÓN DE PRODUCTOS MINERALES NO METÁLICOS N.C.P.;3600015;FABRICACION DE PRODUCTOS MINERALES NO METALICOS, NO CLASIFICADOS EN OTRA PARTE
271000;INDUSTRIAS BÁSICAS DE HIERRO Y ACERO;3700001;INDUSTRIAS BASICAS DEL HIERRO Y EL ACERO Y SU FUNDICION
272010;ELABORACIÓN DE ALUMINIO PRIMARIO Y SEMIELABORADOS DE ALUMINIO;3700002;INDUSTRIAS BASICAS DE METALES NO FERROSOS Y SU FUNDICION
272010;ELABORACIÓN DE ALUMINIO PRIMARIO Y SEMIELABORADOS DE ALUMINIO;3800010;FABRICACION DE PRODUCTOS METALICOS, NO CLASIFICADOS EN OTRA PARTE, EXCEPTUANDO MAQUINAS Y EQUIPOS
272090;PRODUCCIÓN DE METALES NO FERROSOS N.C.P. Y SUS SEMIELABORADOS;3700002;INDUSTRIAS BASICAS DE METALES NO FERROSOS Y SU FUNDICION
272090;PRODUCCIÓN DE METALES NO FERROSOS N.C.P. Y SUS SEMIELABORADOS;3800010;FABRICACION DE PRODUCTOS METALICOS, NO CLASIFICADOS EN OTRA PARTE, EXCEPTUANDO MAQUINAS Y EQUIPOS
273100;FUNDICIÓN DE HIERRO Y ACERO;3700001;INDUSTRIAS BASICAS DEL HIERRO Y EL ACERO Y SU FUNDICION
273200;FUNDICIÓN DE METALES NO FERROSOS;3700002;INDUSTRIAS BASICAS DE METALES NO FERROSOS Y SU FUNDICION
281101;FABRICACIÓN DE PRODUCTOS METÁLICOS PARA USO ESTRUCTURAL YMONTAJE ESTRUCTURAL;3800003;FABRICACION DE PRODUCTOS METALICOS ESTRUCTURALES
281102;HERRERIA DE OBRA;3800004;HERRERIA DE OBRA
281200;FABRICACIÓN DE TANQUES, DEPÓSITOS Y RECIPIENTES DE METAL;3800003;FABRICACION DE PRODUCTOS METALICOS ESTRUCTURALES
281300;FABRICACIÓN DE GENERADORES DE VAPOR;3800011;FABRICACION DE MOTORES Y TURBINAS
289100;"FORJADO, PRENSADO, ESTAMPADO Y LAMINADO DE METALES; PULVIMETALURGIA";3800005;TORNERIA , FRESADO Y MATRICERIS
289100;"FORJADO, PRENSADO, ESTAMPADO Y LAMINADO DE METALES; PULVIMETALURGIA";3800010;FABRICACION DE PRODUCTOS METALICOS, NO CLASIFICADOS EN OTRA PARTE, EXCEPTUANDO MAQUINAS Y EQUIPOS
289100;"FORJADO, PRENSADO, ESTAMPADO Y LAMINADO DE METALES; PULVIMETALURGIA";3900026;INDUSTRIALIZACION DE MATERIA PRIMA, PROPIEDAD DE TERCEROS
289200;"TRATAMIENTO Y REVESTIMIENTO DE METALES; OBRAS DE INGENIERÍA MECÁNICAEN GENERAL REALIZADAS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATA";3900026;INDUSTRIALIZACION DE MATERIA PRIMA, PROPIEDAD DE TERCEROS
289300;FABRICACIÓN DE ARTÍCULOS DE CUCHILLERÍA, HERRAMIENTAS DE MANO YARTÍCULOS DE FERRETERÍA;3800001;FABRICACION DE ARMAS, CUCHILLERIA, HERRAMIENTAS MANUALES Y ARTICULOS GRALES. DE FERRETERIA
289300;FABRICACIÓN DE ARTÍCULOS DE CUCHILLERÍA, HERRAMIENTAS DE MANO YARTÍCULOS DE FERRETERÍA;3800013;CONSTRUCCION DE MAQUINARIAS PARA TRABAJAR LOS METALES Y LA MADERA
289910;FABRICACIÓN DE ENVASES METÁLICOS ;3800006;HOJALATERIA
289990;FABRICACIÓN DE PRODUCTOS METÁLICOS N.C.P.;3800010;FABRICACION DE PRODUCTOS METALICOS, NO CLASIFICADOS EN OTRA PARTE, EXCEPTUANDO MAQUINAS Y EQUIPOS
291101;FABRICACIÓN DE MOTORES Y TURBINAS, EXCEPTO MOTORES PARA AERONAVES, VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS;3800011;FABRICACION DE MOTORES Y TURBINAS
291102;REPARACION DE MOTORES Y TURBINAS, EXCEPTO MOTORES PARA AERONAVES, VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS;8390010;SERVICIOS NO CLASIFICADOS EN OTRA PARTE
291201;"FABRICACIÓN DE BOMBAS; COMPRESORES; GRIFOS Y VÁLVULAS";3800014;CONSTRUCCION DE MAQUINARIAS Y EQUIPOS PARA LA INDUSTRIA, EXCEPTUANDO LA MAQUINARIA PARA TRABAJAR LOS METALES Y LA MADERA
291202;"REPARACIÓN DE BOMBAS; COMPRESORES; GRIFOS Y VÁLVULAS";8390010;SERVICIOS NO CLASIFICADOS EN OTRA PARTE
291301;"FABRICACIÓN DE COJINETES; ENGRANAJES; TRENES DE ENGRANAJE YPIEZAS DE TRANSMISIÓN";3800029;FABRICACION DE PIEZAS DE ARMADO DE  AUTOMOTORES
291301;"FABRICACIÓN DE COJINETES; ENGRANAJES; TRENES DE ENGRANAJE YPIEZAS DE TRANSMISIÓN";3800035;CONSTRUCCION DE MATERIAL DE TRANSPORTE NO CLASIFICADO EN  OTRA PARTE
291302;"REPARACIÓN DE COJINETES; ENGRANAJES; TRENES DE ENGRANAJE YPIEZAS DE TRANSMISIÓN";8390010;SERVICIOS NO CLASIFICADOS EN OTRA PARTE
291401;"FABRICACIÓN DE HORNOS; HOGARES Y QUEMADORES";3800014;CONSTRUCCION DE MAQUINARIAS Y EQUIPOS PARA LA INDUSTRIA, EXCEPTUANDO LA MAQUINARIA PARA TRABAJAR LOS METALES Y LA MADERA
291402;"REPARACIÓN DE HORNOS; HOGARES Y QUEMADORES";8390010;SERVICIOS NO CLASIFICADOS EN OTRA PARTE
291501;FABRICACIÓN DE EQUIPO DE ELEVACIÓN Y MANIPULACIÓN;3800016;CONSTRUCCION DE MAQUINARIAS Y EQUIPOS, NO CLASIFICADOS EN OTRA PARTE EXCEPTUANDO LA MAQUINARIA ELECTRICA
291501;FABRICACIÓN DE EQUIPO DE ELEVACIÓN Y MANIPULACIÓN;3800017;CONSTRUCCION DE MAQUINAS Y APARATOS INDUSTRIALES ELECTRICOS
291502;REPARACION DE EQUIPO DE ELEVACIÓN Y MANIPULACIÓN;8390010;SERVICIOS NO CLASIFICADOS EN OTRA PARTE
291901;FABRICACIÓN DE  MAQUINARIA DE USO GENERAL N.C.P.;3800014;CONSTRUCCION DE MAQUINARIAS Y EQUIPOS PARA LA INDUSTRIA, EXCEPTUANDO LA MAQUINARIA PARA TRABAJAR LOS METALES Y LA MADERA
291901;FABRICACIÓN DE  MAQUINARIA DE USO GENERAL N.C.P.;3800016;CONSTRUCCION DE MAQUINARIAS Y EQUIPOS, NO CLASIFICADOS EN OTRA PARTE EXCEPTUANDO LA MAQUINARIA ELECTRICA
291901;FABRICACIÓN DE  MAQUINARIA DE USO GENERAL N.C.P.;3800025;CONSTRUCCION DE APARATOS ELECTRICOS, NO CLASIFICADOS EN OTRA PARTE
291902;REPARACIÓN DE  MAQUINARIA DE USO GENERAL N.C.P.;8390010;SERVICIOS NO CLASIFICADOS EN OTRA PARTE
292111;FABRICACIÓN DE TRACTORES;3800012;CONSTRUCCION DE MAQUINARIAS Y EQUIPOS PARA LA AGRICULTURA Y LA GANADERIA
292112;REPARACIÓN DE TRACTORES;7140006;TALLERES DE REPARACIONES DE TRACTORES, MAQUINAS AGRICOLAS, MATERIAL FERROVIARIO, AVIONES Y EMBARCACIONES
292191;FABRICACIÓN DE MAQUINARIA AGROPECUARIA Y FORESTAL, EXCEPTO TRACTORES;3800012;CONSTRUCCION DE MAQUINARIAS Y EQUIPOS PARA LA AGRICULTURA Y LA GANADERIA
292192;REPARACIÓN DE MAQUINARIA AGROPECUARIA Y FORESTAL, EXCEPTO TRACTORES;7140006;TALLERES DE REPARACIONES DE TRACTORES, MAQUINAS AGRICOLAS, MATERIAL FERROVIARIO, AVIONES Y EMBARCACIONES
292200;FABRICACIÓN DE MÁQUINAS HERRAMIENTA;3800013;CONSTRUCCION DE MAQUINARIAS PARA TRABAJAR LOS METALES Y LA MADERA
292201;FABRICACIÓN DE MÁQUINAS HERRAMIENTA;3800016;CONSTRUCCION DE MAQUINARIAS Y EQUIPOS, NO CLASIFICADOS EN OTRA PARTE EXCEPTUANDO LA MAQUINARIA ELECTRICA
292201;FABRICACIÓN DE MÁQUINAS HERRAMIENTA;3800017;CONSTRUCCION DE MAQUINAS Y APARATOS INDUSTRIALES ELECTRICOS
292202;REPARACIÓN DE MÁQUINAS HERRAMIENTA;8390010;SERVICIOS NO CLASIFICADOS EN OTRA PARTE
292301;FABRICACIÓN DE MAQUINARIA METALÚRGICA;3800013;CONSTRUCCION DE MAQUINARIAS PARA TRABAJAR LOS METALES Y LA MADERA
292302;REPARACIÓN DE MAQUINARIA METALÚRGICA;8390010;SERVICIOS NO CLASIFICADOS EN OTRA PARTE
292401;FABRICACIÓN DE MAQUINARIA PARA LA EXPLOTACIÓN DE MINAS Y CANTERAS Y PARA OBRAS DE CONSTRUCCIÓN;3800014;CONSTRUCCION DE MAQUINARIAS Y EQUIPOS PARA LA INDUSTRIA, EXCEPTUANDO LA MAQUINARIA PARA TRABAJAR LOS METALES Y LA MADERA
292401;FABRICACIÓN DE MAQUINARIA PARA LA EXPLOTACIÓN DE MINAS Y CANTERAS Y PARA OBRAS DE CONSTRUCCIÓN;3800016;CONSTRUCCION DE MAQUINARIAS Y EQUIPOS, NO CLASIFICADOS EN OTRA PARTE EXCEPTUANDO LA MAQUINARIA ELECTRICA
292402;REPARACIÓN DE MAQUINARIA PARA LA EXPLOTACIÓN DE MINAS Y CANTERAS Y PARA OBRAS DE CONSTRUCCIÓN;8390010;SERVICIOS NO CLASIFICADOS EN OTRA PARTE
292501;FABRICACIÓN DE MAQUINARIA PARA LA ELABORACIÓN DE ALIMENTOS,BEBIDAS Y TABACO;3800014;CONSTRUCCION DE MAQUINARIAS Y EQUIPOS PARA LA INDUSTRIA, EXCEPTUANDO LA MAQUINARIA PARA TRABAJAR LOS METALES Y LA MADERA
292502;FABRICACIÓN DE MAQUINARIA PARA LA ELABORACIÓN DE ALIMENTOS,BEBIDAS Y TABACO;8390010;SERVICIOS NO CLASIFICADOS EN OTRA PARTE
292601;FABRICACIÓN DE MAQUINARIA PARA LA ELABORACIÓN DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CUEROS;3800014;CONSTRUCCION DE MAQUINARIAS Y EQUIPOS PARA LA INDUSTRIA, EXCEPTUANDO LA MAQUINARIA PARA TRABAJAR LOS METALES Y LA MADERA
292602;REPARACIÓN DE MAQUINARIA PARA LA ELABORACIÓN DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CUEROS;8390010;SERVICIOS NO CLASIFICADOS EN OTRA PARTE
292700;FABRICACIÓN DE ARMAS Y MUNICIONES;3800001;FABRICACION DE ARMAS, CUCHILLERIA, HERRAMIENTAS MANUALES Y ARTICULOS GRALES. DE FERRETERIA
292901;FABRICACIÓN DE MAQUINARIA DE USO ESPECIAL N.C.P.;3800013;CONSTRUCCION DE MAQUINARIAS PARA TRABAJAR LOS METALES Y LA MADERA
292901;FABRICACIÓN DE MAQUINARIA DE USO ESPECIAL N.C.P.;3800014;CONSTRUCCION DE MAQUINARIAS Y EQUIPOS PARA LA INDUSTRIA, EXCEPTUANDO LA MAQUINARIA PARA TRABAJAR LOS METALES Y LA MADERA
292901;FABRICACIÓN DE MAQUINARIA DE USO ESPECIAL N.C.P.;3800016;CONSTRUCCION DE MAQUINARIAS Y EQUIPOS, NO CLASIFICADOS EN OTRA PARTE EXCEPTUANDO LA MAQUINARIA ELECTRICA
292902;REPARACIÓN DE MAQUINARIA DE USO ESPECIAL N.C.P.;8390010;SERVICIOS NO CLASIFICADOS EN OTRA PARTE
293010;FABRICACIÓN DE COCINAS, CALEFONES, ESTUFAS Y CALEFACTORES NO ELÉCTRICOS;3800010;FABRICACION DE PRODUCTOS METALICOS, NO CLASIFICADOS EN OTRA PARTE, EXCEPTUANDO MAQUINAS Y EQUIPOS
293010;FABRICACIÓN DE COCINAS, CALEFONES, ESTUFAS Y CALEFACTORES NO ELÉCTRICOS;3800016;CONSTRUCCION DE MAQUINARIAS Y EQUIPOS, NO CLASIFICADOS EN OTRA PARTE EXCEPTUANDO LA MAQUINARIA ELECTRICA
293010;FABRICACIÓN DE COCINAS, CALEFONES, ESTUFAS Y CALEFACTORES NO ELÉCTRICOS;3800019;CONSTRUCCION DE APARATOS Y /O ACCESORIOS ELECTRICOS DE USO DOMESTICO
293020;"FABRICACIÓN DE HELADERAS, ""FREEZERS"", LAVARROPAS Y SECARROPAS";3800019;CONSTRUCCION DE APARATOS Y /O ACCESORIOS ELECTRICOS DE USO DOMESTICO
293090;FABRICACIÓN DE APARATOS DE USO DOMÉSTICO N.C.P.;3800019;CONSTRUCCION DE APARATOS Y /O ACCESORIOS ELECTRICOS DE USO DOMESTICO
300000;FABRICACIÓN DE MAQUINARIA DE OFICINA, CONTABILIDAD E INFORMÁTICA;3800015;CONSTRUCCION DE MAQUINAS PARA OFICINA, DE CALCULOS  Y CONTABILIDAD
311001;FABRICACIÓN DE MOTORES, GENERADORES Y TRANSFORMADORES ELÉCTRICOS;3800017;CONSTRUCCION DE MAQUINAS Y APARATOS INDUSTRIALES ELECTRICOS
311002;FABRICACIÓN DE MOTORES, GENERADORES Y TRANSFORMADORES ELÉCTRICOS;8390010;SERVICIOS NO CLASIFICADOS EN OTRA PARTE
312001;FABRICACIÓN DE APARATOS DE DISTRIBUCIÓN Y CONTROL DE LA ENERGÍA ELECTRICA;3800017;CONSTRUCCION DE MAQUINAS Y APARATOS INDUSTRIALES ELECTRICOS
