NAIIB ID;NAIIB label;CLANAE ID;CLANAE label
050300;SERVICIOS PARA LA PESCA;8390010;SERVICIOS NO CLASIFICADOS EN OTRA PARTE
101000;EXTRACCIÓN Y AGLOMERACIÓN DE CARBÓN;2100001;EXPLOTACION DE MINAS DE CARBON
102000;EXTRACCIÓN Y AGLOMERACIÓN DE LIGNITO;2100001;EXPLOTACION DE MINAS DE CARBON
103000;EXTRACCIÓN Y AGLOMERACIÓN DE TURBA;2100001;EXPLOTACION DE MINAS DE CARBON
111000;EXTRACCIÓN DE PETRÓLEO CRUDO Y GAS NATURAL;2300001;EXTRACCION DE PETROLEO CRUDO Y GAS NATURAL
112000;ACTIVIDADES  DE SERVICIOS RELACIONADAS CON LA EXTRACCIÓN DE PETRÓLEO Y GAS EXCEPTO LA PROSPECCION;8390010;SERVICIOS NO CLASIFICADOS EN OTRA PARTE
120000;EXTRACCIÓN DE MINERALES Y CONCENTRADOS DE URANIO Y TORIO;2200001;EXTRACCION DE MINERALES METALICOS
131000;EXTRACCIÓN DE MINERALES DE HIERRO;2200001;EXTRACCION DE MINERALES METALICOS
132000;EXTRACCIÓN DE MINERALES METALÍFEROS NO FERROSOS, EXCEPTO MINERALES DE URANIO Y TORIO;2200001;EXTRACCION DE MINERALES METALICOS
141100;EXTRACCIÓN DE ROCAS ORNAMENTALES;2400001;EXTRACCION DE PIEDRA
141200;EXTRACCIÓN DE PIEDRA CALIZA Y YESO;2400001;EXTRACCION DE PIEDRA
141300;EXTRACCIÓN DE ARENAS, CANTO RODADO Y TRITURADOS PÉTREOS;2400001;EXTRACCION DE PIEDRA
141300;EXTRACCIÓN DE ARENAS, CANTO RODADO Y TRITURADOS PÉTREOS;2400002;EXTRACCION DE ARENA Y ARCILLA
141400;EXTRACCIÓN DE ARCILLA Y CAOLÍN;2400002;EXTRACCION DE ARENA Y ARCILLA
142110;EXTRACCIÓN DE MINERALES PARA LA FABRICACIÓN DE ABONOS EXCEPTO TURBA;2900001;EXTRACCION DE MINERALES PARA LA FABRICACION DE ABONOS Y ELABORACION DE PRODUCTOS QUIMICOS
142120;EXTRACCIÓN DE MINERALES PARA LA FABRICACIÓN DE PRODUCTOS QUÍMICOS;2900001;EXTRACCION DE MINERALES PARA LA FABRICACION DE ABONOS Y ELABORACION DE PRODUCTOS QUIMICOS
142200;EXTRACCIÓN DE SAL EN SALINAS Y DE ROCA;2900002;EXTRACCION DE SAL
142900;EXPLOTACIÓN DE MINAS Y CANTERAS N.C.P.;2900005;EXTRACCION DE MINERALES NO METALICOS NO CLASIFICADOS EN OTRA PARTE
142900;EXPLOTACIÓN DE MINAS Y CANTERAS N.C.P.;2900006;EXPLOTACION DE CANTERAS
142900;EXPLOTACIÓN DE MINAS Y CANTERAS N.C.P.;2900010;EXTRACCION DE MINERALES Y SU MOLIENDA NO CLASIFICADOS EN OTRA PARTE
151110;MATANZA DE GANADO BOVINO Y PROCESAMIENTO DE SU CARNE;3100001;FRIGORIFICOS
151110;MATANZA DE GANADO BOVINO Y PROCESAMIENTO DE SU CARNE;3100002;FRIGORIFICOS EN LO QUE RESPECTA AL ABASTECIMIENTO DE CARNES
151110;MATANZA DE GANADO BOVINO Y PROCESAMIENTO DE SU CARNE;3100005;FABRICACION Y REFINERIAS DE ACEITES Y GRASAS COMESTIBLES VEGETALES Y ANIMALES
151110;MATANZA DE GANADO BOVINO Y PROCESAMIENTO DE SU CARNE;3100013;MATADEROS
151110;MATANZA DE GANADO BOVINO Y PROCESAMIENTO DE SU CARNE;3100014;PREPARACION Y CONSERVACION DE CARNES
151110;MATANZA DE GANADO BOVINO Y PROCESAMIENTO DE SU CARNE;3900001;FABRICACION Y REFINERIAS DE ACEITE Y GRASAS VEGETALES Y ANIMALES, DE USO INDUSTRIAL
151120;PRODUCCIÓN Y PROCESAMIENTO DE CARNE DE AVES;3100001;FRIGORIFICOS
151120;PRODUCCIÓN Y PROCESAMIENTO DE CARNE DE AVES;3100002;FRIGORIFICOS EN LO QUE RESPECTA AL ABASTECIMIENTO DE CARNES
151120;PRODUCCIÓN Y PROCESAMIENTO DE CARNE DE AVES;3100014;PREPARACION Y CONSERVACION DE CARNES
151130;ELABORACIÓN DE FIAMBRES Y EMBUTIDOS;3100011;FABRICACION DE CHACINADOS, EMBUTIDOS, FIAMBRES Y CARNES EN CONSERVA
151140;MATANZA  DE GANADO EXCEPTO EL BOVINO Y PROCESAMIENTO DE SU CARNE;3100001;FRIGORIFICOS
151140;MATANZA  DE GANADO EXCEPTO EL BOVINO Y PROCESAMIENTO DE SU CARNE;3100002;FRIGORIFICOS EN LO QUE RESPECTA AL ABASTECIMIENTO DE CARNES
151140;MATANZA  DE GANADO EXCEPTO EL BOVINO Y PROCESAMIENTO DE SU CARNE;3100013;MATADEROS
151140;MATANZA  DE GANADO EXCEPTO EL BOVINO Y PROCESAMIENTO DE SU CARNE;3100014;PREPARACION Y CONSERVACION DE CARNES
151140;MATANZA  DE GANADO EXCEPTO EL BOVINO Y PROCESAMIENTO DE SU CARNE;3900001;FABRICACION Y REFINERIAS DE ACEITE Y GRASAS VEGETALES Y ANIMALES, DE USO INDUSTRIAL
151190;"MATANZA DE ANIMALES N.C.P. Y PROCESAMIENTO DE SU CARNE; ELABORACION DE SUBPRODUCTOS CARNICOS N.C.P.";3100001;FRIGORIFICOS
151190;"MATANZA DE ANIMALES N.C.P. Y PROCESAMIENTO DE SU CARNE; ELABORACION DE SUBPRODUCTOS CARNICOS N.C.P.";3100002;FRIGORIFICOS EN LO QUE RESPECTA AL ABASTECIMIENTO DE CARNES
151190;"MATANZA DE ANIMALES N.C.P. Y PROCESAMIENTO DE SU CARNE; ELABORACION DE SUBPRODUCTOS CARNICOS N.C.P.";3100013;MATADEROS
151190;"MATANZA DE ANIMALES N.C.P. Y PROCESAMIENTO DE SU CARNE; ELABORACION DE SUBPRODUCTOS CARNICOS N.C.P.";3100014;PREPARACION Y CONSERVACION DE CARNES
151190;"MATANZA DE ANIMALES N.C.P. Y PROCESAMIENTO DE SU CARNE; ELABORACION DE SUBPRODUCTOS CARNICOS N.C.P.";3900001;FABRICACION Y REFINERIAS DE ACEITE Y GRASAS VEGETALES Y ANIMALES, DE USO INDUSTRIAL
151200;ELABORACIÓN DE PESCADO Y PRODUCTOS DE PESCADO;3900001;FABRICACION Y REFINERIAS DE ACEITE Y GRASAS VEGETALES Y ANIMALES, DE USO INDUSTRIAL
151310;PREPARACIÓN DE CONSERVAS DE FRUTAS, HORTALIZAS Y LEGUMBRES;3100003;ENVASADO Y CONSERVACION DE FRUTAS Y LEGUMBRES
151320;ELABORACIÓN DE JUGOS NATURALES Y SUS CONCENTRADOS, DE FRUTAS, HORTALIZAS Y LEGUMBRES;3100025;INDUSTRIAS DE BEBIDAS NO ALCOHOLICAS Y AGUAS GASEOSAS
151330;ELABORACIÓN DE PULPAS, JALEAS, DULCES Y MERMELADAS;3100003;ENVASADO Y CONSERVACION DE FRUTAS Y LEGUMBRES
151340;ELABORACIÓN DE FRUTAS, HORTALIZAS Y LEGUMBRES CONGELADAS;3100003;ENVASADO Y CONSERVACION DE FRUTAS Y LEGUMBRES
151390;"ELABORACIÓN DE FRUTAS, HORTALIZAS Y LEGUMBRES DESHIDRATADASO DESECADAS; PREPARACIÓN N.C.P. DE FRUTAS, HORTALIZAS Y LEGUMBRES ";3100003;ENVASADO Y CONSERVACION DE FRUTAS Y LEGUMBRES
151411;"ELABORACION DE ACEITES Y GRASAS VEGETALES COMESTIBLES SIN REFINAR Y SUS SUBPRODUCTOS; ELABORACIN DE ACEITE VIRGEN";3100005;FABRICACION Y REFINERIAS DE ACEITES Y GRASAS COMESTIBLES VEGETALES Y ANIMALES
151412;"ELABORACION DE ACEITES Y GRASAS VEGETALES DE USO INDUSTRIAL SIN REFINAR Y SUS SUBPRODUCTOS; ELABORACIN DE ACEITE VIRGEN";3900001;FABRICACION Y REFINERIAS DE ACEITE Y GRASAS VEGETALES Y ANIMALES, DE USO INDUSTRIAL
151421;ELABORACIN DE ACEITES Y GRASAS VEGETALES COMESTIBLES REFINADAS;3100005;FABRICACION Y REFINERIAS DE ACEITES Y GRASAS COMESTIBLES VEGETALES Y ANIMALES
151422;ELABORACIN DE ACEITES Y GRASAS VEGETALES DE USO INDUSTRIAL REFINADAS;3900001;FABRICACION Y REFINERIAS DE ACEITE Y GRASAS VEGETALES Y ANIMALES, DE USO INDUSTRIAL
151430;ELABORACION DE MARGARINAS Y GRASAS VEGETALES COMESTIBLES SIMILARES;3100005;FABRICACION Y REFINERIAS DE ACEITES Y GRASAS COMESTIBLES VEGETALES Y ANIMALES
152010;ELABORACIÓN DE LECHES Y PRODUCTOS LÁCTEOS DESHIDRATADOS;3100010;HIGIENIZACION Y TRATAMIENTO DE LA LECHE  Y ELABORACION DE SUBPRODUCTOS LACTEOS
152020;ELABORACIÓN DE QUESOS;3100010;HIGIENIZACION Y TRATAMIENTO DE LA LECHE  Y ELABORACION DE SUBPRODUCTOS LACTEOS
152030;ELABORACIÓN INDUSTRIAL DE HELADOS;3100012;FABRICACION DE HELADOS
152090;ELABORACIÓN DE PRODUCTOS LÁCTEOS N.C.P.;3100010;HIGIENIZACION Y TRATAMIENTO DE LA LECHE  Y ELABORACION DE SUBPRODUCTOS LACTEOS
153110;MOLIENDA DE TRIGO;3100006;PRODUCTOS DE MOLINERIA
153120;PREPARACIÓN DE ARROZ;3100006;PRODUCTOS DE MOLINERIA
153130;PREPARACIÓN Y MOLIENDA DE LEGUMBRES Y CEREALES -EXCEPTO TRIGO-;3100006;PRODUCTOS DE MOLINERIA
153200;ELABORACIÓN DE ALMIDONES Y PRODUCTOS DERIVADOS DEL ALMIDÓN;3100005;FABRICACION Y REFINERIAS DE ACEITES Y GRASAS COMESTIBLES VEGETALES Y ANIMALES
153200;ELABORACIÓN DE ALMIDONES Y PRODUCTOS DERIVADOS DEL ALMIDÓN;3100006;PRODUCTOS DE MOLINERIA
153200;ELABORACIÓN DE ALMIDONES Y PRODUCTOS DERIVADOS DEL ALMIDÓN;3100020;ELABORACION DE PRODUCTOS ALIMENTICIOS NO CLASIFICADOS EN OTRA PARTE
153300;ELABORACIÓN DE ALIMENTOS PREPARADOS PARA ANIMALES;3100021;ELABORACION DE ALIMENTOS PREPARADOS PARA ANIMALES
154110;ELABORACIÓN DE GALLETITAS Y BIZCOCHOS;3100007;FABRICACION DE PRODUCTOS DE PANADERIA
154120;ELABORACIÓN INDUSTRIAL DE PRODUCTOS DE PANADERÍA, EXCLUIDOGALLETITAS Y BIZCOCHOS;3100007;FABRICACION DE PRODUCTOS DE PANADERIA
154190;ELABORACIÓN ARTESANAL DE PRODUCTOS DE PANADERÍA N.C.P.;3100007;FABRICACION DE PRODUCTOS DE PANADERIA
154200;ELABORACIÓN DE AZÚCAR;3100020;ELABORACION DE PRODUCTOS ALIMENTICIOS NO CLASIFICADOS EN OTRA PARTE
154300;ELABORACIÓN DE CACAO Y CHOCOLATE Y DE PRODUCTOS DE CONFITERÍA;3100008;FABRICACION DE GOLOSINAS Y OTRAS CONFITURAS
154410;ELABORACIÓN DE PASTAS ALIMENTICIAS FRESCAS;3100009;ELABORACION DE PASTAS FRESCAS Y SECAS
154420;ELABORACIÓN DE PASTAS ALIMENTICIAS SECAS;3100009;ELABORACION DE PASTAS FRESCAS Y SECAS
154910;"TOSTADO, TORRADO Y MOLIENDA DE CAFÉ; ELABORACIÓN Y  MOLIENDA DE HIERBAS AROMÁTICAS Y ESPECIAS";3100020;ELABORACION DE PRODUCTOS ALIMENTICIOS NO CLASIFICADOS EN OTRA PARTE
154920;PREPARACIÓN DE HOJAS DE TÉ;3100020;ELABORACION DE PRODUCTOS ALIMENTICIOS NO CLASIFICADOS EN OTRA PARTE
154930;ELABORACIÓN DE YERBA MATE;3100020;ELABORACION DE PRODUCTOS ALIMENTICIOS NO CLASIFICADOS EN OTRA PARTE
154990;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS N.C.P. 8;3100020;ELABORACION DE PRODUCTOS ALIMENTICIOS NO CLASIFICADOS EN OTRA PARTE
155110;DESTILACIÓN DE ALCOHOL ETÍLICO;3100022;DESTILACION, RECTIFICACIONY MEZCLA DE BEBIDAS ESPIRITUOSAS
155120;DESTILACIÓN, RECTIFICACIÓN Y MEZCLA DE BEBIDAS ESPIRITOSAS;3100022;DESTILACION, RECTIFICACIONY MEZCLA DE BEBIDAS ESPIRITUOSAS
155210;ELABORACIÓN DE VINOS;3100023;INDUSTRIAS VINICOLAS
155290;ELABORACIÓN DE SIDRA Y OTRAS BEBIDAS ALCOHÓLICAS FERMENTADAS  A PARTIR DE FRUTAS;3100023;INDUSTRIAS VINICOLAS
155300;ELABORACIÓN DE CERVEZA, BEBIDAS MALTEADAS Y DE MALTA;3100024;BEBIDAS MALTEADAS Y MALTA
155411;ELABORACION DE SODAS;3100026;FABRICACION DE SODA
155412;EXTRACCION Y EMBOTELLAMIENTO DE AGUAS MINERALES;2900003;EXTRACCION Y EMBOTELLADO DE AGUAS MINERALES
155420;ELABORACIÓN DE BEBIDAS GASEOSAS, EXCEPTO SODA;3100025;INDUSTRIAS DE BEBIDAS NO ALCOHOLICAS Y AGUAS GASEOSAS
155491;ELABORACION DE JUGOS ENVASADOS PARA DILUIR Y OTRAS BEBIDAS NO ALCOHOLICAS;3100025;INDUSTRIAS DE BEBIDAS NO ALCOHOLICAS Y AGUAS GASEOSAS
155492;ELABORACION DE HIELO;3900003;FABRICACION DE HIELO
160010;PREPARACIÓN DE HOJAS DE TABACO;3100027;INDUSTRIA DEL TABACO
160090;ELABORACIÓN DE CIGARRILLOS Y  PRODUCTOS DE TABACO N.C.P.;3100027;INDUSTRIA DEL TABACO
171110;PREPARACIÓN DE FIBRAS DE ORIGEN VEGETAL PARA USO TEXTIL;3200001;HILADO, TEJIDO Y ACABADO DE TEXTILES, PLASTIFICADOS DE TELAS , TINTORERIA INDUSTRIAL
171120;PREPARACIÓN DE FIBRAS DE ORIGEN ANIMAL PARA USO TEXTIL, INCLUSO  EL LAVADO DE LANA;3200001;HILADO, TEJIDO Y ACABADO DE TEXTILES, PLASTIFICADOS DE TELAS , TINTORERIA INDUSTRIAL
171130;FABRICACIÓN DE HILADOS DE FIBRAS TEXTILES;3200001;HILADO, TEJIDO Y ACABADO DE TEXTILES, PLASTIFICADOS DE TELAS , TINTORERIA INDUSTRIAL
171140;FABRICACIÓN DE TEJIDOS TEXTILES, INCLUSO EN HILANDERÍAS Y TEJEDURÍA INTEGRADAS;3200001;HILADO, TEJIDO Y ACABADO DE TEXTILES, PLASTIFICADOS DE TELAS , TINTORERIA INDUSTRIAL
171200;ACABADO DE PRODUCTOS TEXTILES;3200001;HILADO, TEJIDO Y ACABADO DE TEXTILES, PLASTIFICADOS DE TELAS , TINTORERIA INDUSTRIAL
172100;FABRICACIÓN DE ARTÍCULOS CONFECCIONADOS DE MATERIALES TEXTILES, EXCEPTO PRENDAS DE VESTIR;3200002;ARTICULOS CONFECCIONADO CON MATERIALES TEXTILES, EXCEPTO PRENDAS DE VESTIR 
172100;FABRICACIÓN DE ARTÍCULOS CONFECCIONADOS DE MATERIALES TEXTILES, EXCEPTO PRENDAS DE VESTIR;3200010;FABRICACION DE TEXTILES, NO CLASIFICADOS EN OTRA PARTE
172200;FABRICACIÓN DE TAPICES Y ALFOMBRAS;3200004;FABRICA  DE TAPICES Y ALFOMBRAS
172300;FABRICACIÓN DE CUERDAS, CORDELES, BRAMANTES Y REDES;3200002;ARTICULOS CONFECCIONADO CON MATERIALES TEXTILES, EXCEPTO PRENDAS DE VESTIR 
172300;FABRICACIÓN DE CUERDAS, CORDELES, BRAMANTES Y REDES;3200010;FABRICACION DE TEXTILES, NO CLASIFICADOS EN OTRA PARTE
172900;FABRICACIÓN DE PRODUCTOS TEXTILES N.C.P.;3200002;ARTICULOS CONFECCIONADO CON MATERIALES TEXTILES, EXCEPTO PRENDAS DE VESTIR 
172900;FABRICACIÓN DE PRODUCTOS TEXTILES N.C.P.;3200010;FABRICACION DE TEXTILES, NO CLASIFICADOS EN OTRA PARTE
173010;FABRICACIÓN DE MEDIAS;3200003;FABRICA DE TEJIDOS DE PUNTO
173020;FABRICACIÓN DE SUÉTERES Y ARTÍCULOS SIMILARES DE PUNTO;3200003;FABRICA DE TEJIDOS DE PUNTO
173090;FABRICACIÓN DE TEJIDOS Y ARTÍCULOS DE PUNTO N.C.P.;3200003;FABRICA DE TEJIDOS DE PUNTO
